,Unnamed: 0,location,pop_size,pop_infected,start_day,end_day,pop_type,cum_infections,cum_deaths,rand_seed,avg_age,beta,avg_contacts_h,avg_contacts_s,avg_contacts_w,avg_contacts_c,total_contacts_h,total_contacts_s,total_contacts_w,total_contacts_c,total_contacts,agents_in_h,agents_in_s,agents_in_c,agents_in_w,avg_rel_sus
3106,3106,yemen,1000000,1000,2020-01-01,2020-12-31,hybrid,934381.0,1281.0,876597,23.82,0.02492,5.694,20.019,15.99,20.003,2836744,3722846,3474400,10001646,20035636,2836744,3722846,10001646,3474400,0.7626234
2350,2350,congo,1000000,1000,2020-01-01,2020-12-31,hybrid,733132.0,997.0,657965,23.9,0.01449,3.43,19.992,15.994,20.005,1652107,3753672,3366014,10002533,18774326,1652107,3753672,10002533,3366014,0.7484692
3303,3303,maldives,1000000,1000,2020-01-01,2020-12-31,hybrid,967705.0,2040.0,487223,30.786,0.02945,4.457,20.008,16.002,20.003,2201360,2151138,5313259,10001251,19667008,2201360,2151138,10001251,5313259,0.89456713
2222,2222,bahamas,1000000,1000,2020-01-01,2020-12-31,hybrid,963246.0,3533.0,733360,34.222,0.03737,2.635,20.014,16.0,20.006,1197688,2512862,4655958,10003179,18369687,1197688,2512862,10003179,4655958,0.89639026
644,644,south sudan,1000000,1000,2020-01-01,2020-12-31,hybrid,932681.0,1468.0,80923,23.635,0.02793,4.977,20.005,15.989,20.0,2471255,3809932,3262697,9999869,19543753,2471255,3809932,9999869,3262697,0.7499724
1577,1577,nicaragua,1000000,1000,2020-01-01,2020-12-31,hybrid,952570.0,2684.0,325385,29.338,0.03131,3.993,19.992,16.0,20.003,1956885,3022592,4148253,10001701,19129431,1956885,3022592,10001701,4148253,0.83581704
790,790,chile,1000000,1000,2020-01-01,2020-12-31,hybrid,964027.0,5679.0,501302,37.239,0.03558,2.789,19.998,15.995,20.008,1288378,2134710,4667423,10004082,18094593,1288378,2134710,10004082,4667423,0.93296087
1306,1306,zimbabwe,1000000,1000,2020-01-01,2020-12-31,hybrid,926279.0,1296.0,362581,23.271,0.03369,3.226,20.008,15.997,20.002,1538960,3899701,3238383,10000955,18677999,1538960,3899701,10000955,3238383,0.7452052
2008,2008,moldova,1000000,1000,2020-01-01,2020-12-31,hybrid,855717.0,4402.0,308819,38.986,0.01733,2.224,19.99,15.998,19.992,942833,1739021,5075745,9996073,17753672,942833,1739021,9996073,5075745,0.95711803
1914,1914,finland,1000000,1000,2020-01-01,2020-12-31,hybrid,909300.0,9896.0,266637,43.435,0.026,1.63,19.986,15.995,19.998,536350,1749585,4298709,9998905,16583549,536350,1749585,9998905,4298709,1.0026035
