,Unnamed: 0,location,pop_size,pop_infected,start_day,end_day,pop_type,cum_infections,cum_deaths,rand_seed,avg_age,beta,avg_contacts_h,avg_contacts_s,avg_contacts_w,avg_contacts_c,total_contacts_h,total_contacts_s,total_contacts_w,total_contacts_c,total_contacts,agents_in_h,agents_in_s,agents_in_c,agents_in_w,avg_rel_sus
1487,1487,iraq,1000000,1000,2020-01-01,2020-12-31,hybrid,970284.0,1474.0,774087,24.929,0.03335,6.706,20.012,16.006,20.004,3348738,3574267,3598653,10002137,20523795,3348738,3574267,10002137,3598653,0.77129763
756,756,comoros,1000000,1000,2020-01-01,2020-12-31,hybrid,945399.0,1373.0,635148,24.453,0.03255,4.435,19.989,16.002,19.998,2189400,3641372,3498129,9999015,19327916,2189400,3641372,9999015,3498129,0.76271904
2574,2574,indonesia,1000000,1000,2020-01-01,2020-12-31,hybrid,862146.0,2449.0,98348,31.786,0.01832,3.031,19.99,16.005,19.997,1429136,2707909,4444047,9998375,18579467,1429136,2707909,9998375,4444047,0.8608846
1057,1057,azerbaijan,1000000,1000,2020-01-01,2020-12-31,hybrid,949192.0,3169.0,16500,33.673,0.0285,3.65,19.996,16.003,19.993,1772830,2289499,4754825,9996617,18813771,1772830,2289499,9996617,4754825,0.8834944
2441,2441,samoa,1000000,1000,2020-01-01,2020-12-31,hybrid,855582.0,2009.0,771103,26.927,0.01545,5.764,19.985,16.008,19.998,2872938,3459639,3552264,9998970,19883811,2872938,3459639,9998970,3552264,0.785934
4393,4393,cuba,1000000,1000,2020-01-01,2020-12-31,hybrid,926468.0,7254.0,526523,41.244,0.02417,2.422,20.014,15.986,19.996,1067952,1774352,4782991,9998088,17623383,1067952,1774352,9998088,4782991,0.96990585
1684,1684,bangladesh,1000000,1000,2020-01-01,2020-12-31,hybrid,957712.0,2626.0,578497,30.197,0.03324,3.587,20.01,15.994,19.997,1737798,2925688,4353936,9998534,19015956,1737798,2925688,9998534,4353936,0.8501243
2578,2578,indonesia,1000000,1000,2020-01-01,2020-12-31,hybrid,762687.0,2149.0,874911,31.761,0.01338,3.034,19.996,16.003,20.002,1430556,2718139,4431245,10000923,18580863,1430556,2718139,10000923,4431245,0.86044735
373,373,serbia,1000000,1000,2020-01-01,2020-12-31,hybrid,754503.0,6193.0,626231,41.908,0.01315,2.22,20.006,15.998,19.997,940924,1789664,4595750,9998392,17324730,940924,1789664,9998392,4595750,0.98658663
1258,1258,portugal,1000000,1000,2020-01-01,2020-12-31,hybrid,953032.0,11568.0,357842,45.46,0.03128,2.046,19.99,15.998,20.0,827434,1530709,4531903,9999956,16890002,827434,1530709,9999956,4531903,1.022014
2648,2648,chad,1000000,1000,2020-01-01,2020-12-31,hybrid,896611.0,993.0,209262,21.238,0.02403,4.822,19.991,16.016,19.999,2390954,4134183,2891004,9999356,19415497,2390954,4134183,9999356,2891004,0.7121564
2024,2024,niger,1000000,1000,2020-01-01,2020-12-31,hybrid,764803.0,899.0,10141,20.637,0.01505,4.945,19.998,16.005,20.002,2453679,4189098,2687200,10000827,19330804,2453679,4189098,10000827,2687200,0.6938833
3647,3647,réunion,1000000,1000,2020-01-01,2020-12-31,hybrid,929360.0,5768.0,217072,36.961,0.03011,2.036,19.995,16.01,19.998,820759,2407723,4311646,9998855,17538983,820759,2407723,9998855,4311646,0.9137159
1846,1846,morocco,1000000,1000,2020-01-01,2020-12-31,hybrid,944250.0,3093.0,408169,32.048,0.02616,4.3,20.013,15.993,19.988,2119245,2701902,4313185,9994099,19128431,2119245,2701902,9994099,4313185,0.863691
530,530,kyrgyzstan,1000000,1000,2020-01-01,2020-12-31,hybrid,757803.0,1825.0,259144,28.553,0.01396,3.353,19.99,15.99,19.996,1609122,2969257,4077246,9997936,18653561,1609122,2969257,9997936,4077246,0.81457883
2594,2594,uruguay,1000000,1000,2020-01-01,2020-12-31,hybrid,925920.0,7448.0,139063,38.07,0.02783,2.146,20.018,16.0,19.999,891755,2218502,4335840,9999514,17445611,891755,2218502,9999514,4335840,0.9380052
2361,2361,congo,1000000,1000,2020-01-01,2020-12-31,hybrid,836121.0,1142.0,193078,23.888,0.01971,3.43,20.007,16.004,20.0,1652250,3749214,3368209,10000008,18769681,1652250,3749214,10000008,3368209,0.74823123
2164,2164,vietnam,1000000,1000,2020-01-01,2020-12-31,hybrid,797400.0,3277.0,663729,34.014,0.01422,2.966,19.998,15.997,20.005,1391314,2348019,4668437,10002743,18410513,1391314,2348019,10002743,4668437,0.88975227
2500,2500,burundi,1000000,1000,2020-01-01,2020-12-31,hybrid,888288.0,957.0,979998,21.744,0.02531,3.905,19.993,16.001,19.997,1909926,3944341,3069078,9998435,18921780,1909926,3944341,9998435,3069078,0.72133
1590,1590,venezuela,1000000,1000,2020-01-01,2020-12-31,hybrid,864235.0,3297.0,653000,32.306,0.01765,3.457,19.999,16.001,20.003,1667164,2817563,4203259,10001467,18689453,1667164,2817563,10001467,4203259,0.862672
23,23,mongolia,1000000,1000,2020-01-01,2020-12-31,hybrid,857685.0,1893.0,688577,29.39,0.01854,3.444,20.008,16.004,19.993,1660271,2737700,4336483,9996483,18730937,1660271,2737700,9996483,4336483,0.82393104
2754,2754,bulgaria,1000000,1000,2020-01-01,2020-12-31,hybrid,956409.0,9394.0,75445,44.119,0.03549,1.812,19.997,16.003,19.997,668255,1556722,4583226,9998689,16806892,668255,1556722,9998689,4583226,1.0077784
416,416,liberia,1000000,1000,2020-01-01,2020-12-31,hybrid,954301.0,1463.0,49345,24.147,0.03865,4.026,19.992,15.995,20.009,1974092,3771846,3353192,10004579,19103709,1974092,3771846,10004579,3353192,0.7557593
2939,2939,czechia,1000000,1000,2020-01-01,2020-12-31,hybrid,789211.0,6685.0,198008,42.859,0.01538,1.855,20.002,15.998,19.999,697063,1617401,4615666,9999404,16929534,697063,1617401,9999404,4615666,0.99240613
2407,2407,latvia,1000000,1000,2020-01-01,2020-12-31,hybrid,957192.0,10227.0,61940,43.393,0.03641,1.992,19.992,15.998,19.998,790595,1642212,4475366,9999237,16907410,790595,1642212,9999237,4475366,0.99323374
3318,3318,maldives,1000000,1000,2020-01-01,2020-12-31,hybrid,975004.0,1959.0,103761,30.766,0.03372,4.453,20.003,15.993,20.004,2199454,2157793,5298634,10001935,19657816,2199454,2157793,10001935,5298634,0.8943399
907,907,peru,1000000,1000,2020-01-01,2020-12-31,hybrid,922697.0,3848.0,72603,33.216,0.02514,2.952,20.003,15.993,20.001,1381989,2541998,4450962,10000632,18375581,1381989,2541998,10000632,4450962,0.882385
3831,3831,singapore,1000000,1000,2020-01-01,2020-12-31,hybrid,965578.0,5719.0,655448,41.618,0.03206,2.55,20.03,15.998,20.005,1146482,1478225,5289015,10002579,17916301,1146482,1478225,10002579,5289015,0.9844313
1840,1840,morocco,1000000,1000,2020-01-01,2020-12-31,hybrid,935294.0,3179.0,946262,32.012,0.02412,4.307,20.001,16.001,20.001,2122067,2710870,4301328,10000667,19134932,2122067,2710870,10000667,4301328,0.8630361
2788,2788,italy,1000000,1000,2020-01-01,2020-12-31,hybrid,957675.0,12698.0,577301,46.058,0.03438,1.855,20.002,15.998,19.999,698659,1483343,4529489,9999476,16710967,698659,1483343,9999476,4529489,1.025454
478,478,japan,1000000,1000,2020-01-01,2020-12-31,hybrid,748598.0,10826.0,789480,47.725,0.01396,1.807,19.999,15.993,20.0,664961,1404986,4247967,9999788,16317702,664961,1404986,9999788,4247967,1.0498589
3329,3329,maldives,1000000,1000,2020-01-01,2020-12-31,hybrid,972206.0,2012.0,436641,30.749,0.03208,4.449,20.015,16.007,19.99,2197291,2158952,5302284,9995186,19653713,2197291,2158952,9995186,5302284,0.8936667
1094,1094,israel,1000000,1000,2020-01-01,2020-12-31,hybrid,939810.0,5800.0,545074,33.858,0.03501,2.42,19.995,15.999,20.01,1067410,2664320,3944047,10004762,17680539,1067410,2664320,10004762,3944047,0.87785614
1210,1210,mayotte,1000000,1000,2020-01-01,2020-12-31,hybrid,943350.0,2034.0,828786,25.247,0.03699,3.247,19.992,15.999,19.998,1550725,3732066,3407382,9998877,18689050,1550725,3732066,9998877,3407382,0.77005434
296,296,oman,1000000,1000,2020-01-01,2020-12-31,hybrid,985804.0,1356.0,610444,29.944,0.0356,7.027,20.001,16.004,20.008,3510306,2120949,5294121,10003804,20929180,3510306,2120949,10003804,5294121,0.8714898
3158,3158,haiti,1000000,1000,2020-01-01,2020-12-31,hybrid,836623.0,1978.0,381554,27.65,0.01725,3.425,19.996,15.989,19.998,1649233,3292256,3873508,9998783,18813780,1649233,3292256,9998783,3873508,0.8132867
3409,3409,united kingdom,1000000,1000,2020-01-01,2020-12-31,hybrid,798644.0,7434.0,399330,41.36,0.01661,1.766,19.993,15.996,20.008,633927,1845591,4426339,10004171,16910028,633927,1845591,10004171,4426339,0.97474855
1777,1777,malaysia,1000000,1000,2020-01-01,2020-12-31,hybrid,954992.0,3041.0,993414,32.36,0.03021,3.67,19.992,16.007,20.0,1782372,2569675,4567014,9999839,18918900,1782372,2569675,9999839,4567014,0.87919205
1583,1583,nicaragua,1000000,1000,2020-01-01,2020-12-31,hybrid,949664.0,2660.0,870222,29.34,0.03025,3.999,20.01,16.001,20.001,1960005,3019941,4144042,10000276,19124264,1960005,3019941,10000276,4144042,0.83602935
3659,3659,réunion,1000000,1000,2020-01-01,2020-12-31,hybrid,899102.0,5627.0,322916,36.981,0.02461,2.04,20.004,16.011,19.995,822627,2405109,4307123,9997472,17532331,822627,2405109,9997472,4307123,0.913706
3390,3390,united kingdom,1000000,1000,2020-01-01,2020-12-31,hybrid,774772.0,7079.0,980311,41.378,0.01557,1.762,20.009,15.996,20.0,632492,1847086,4435280,10000108,16914966,632492,1847086,10000108,4435280,0.97500294
1113,1113,estonia,1000000,1000,2020-01-01,2020-12-31,hybrid,955378.0,10411.0,201239,42.833,0.03709,1.786,20.009,16.001,19.995,648989,1690966,4489288,9997269,16826512,648989,1690966,9997269,4489288,0.9909088
3174,3174,haiti,1000000,1000,2020-01-01,2020-12-31,hybrid,727824.0,1748.0,151633,27.613,0.01274,3.42,19.996,15.999,19.995,1646418,3295981,3870550,9997376,18810325,1646418,3295981,9997376,3870550,0.81298757
1550,1550,belarus,1000000,1000,2020-01-01,2020-12-31,hybrid,954724.0,7494.0,962744,40.771,0.03663,1.914,20.018,16.001,19.996,738970,1699425,4777967,9997801,17214163,738970,1699425,9997801,4777967,0.96348673
691,691,papua new guinea,1000000,1000,2020-01-01,2020-12-31,hybrid,952328.0,1459.0,243438,26.259,0.03235,4.486,19.997,15.999,20.002,2216597,3456369,3767986,10000859,19441811,2216597,3456369,10000859,3767986,0.78916097
291,291,oman,1000000,1000,2020-01-01,2020-12-31,hybrid,983464.0,1393.0,711235,29.97,0.03312,7.03,20.011,15.999,20.001,3512048,2120308,5290227,10000538,20923121,3512048,2120308,10000538,5290227,0.8713898
4265,4265,thailand,1000000,1000,2020-01-01,2020-12-31,hybrid,962065.0,5962.0,173161,39.614,0.03151,2.89,19.99,15.997,19.999,1347835,1919326,4848994,9999394,18115549,1347835,1919326,9999394,4848994,0.95465726
3438,3438,martinique,1000000,1000,2020-01-01,2020-12-31,hybrid,920427.0,10432.0,32834,44.246,0.0266,1.748,19.989,15.993,20.002,622719,1862198,4274135,10000794,16759846,622719,1862198,10000794,4274135,1.0004649
3111,3111,yemen,1000000,1000,2020-01-01,2020-12-31,hybrid,940413.0,1189.0,367944,23.829,0.02624,5.685,19.992,15.99,20.001,2832540,3728717,3470192,10000465,20031914,2832540,3728717,10000465,3470192,0.7623781
4494,4494,egypt,1000000,1000,2020-01-01,2020-12-31,hybrid,737381.0,1884.0,66205,27.999,0.01362,3.273,20.008,15.996,20.0,1565182,3099638,3893458,10000086,18558364,1565182,3099638,10000086,3893458,0.80691075
501,501,spain,1000000,1000,2020-01-01,2020-12-31,hybrid,964023.0,10883.0,46898,44.26,0.03642,2.077,19.985,16.0,19.994,847490,1572500,4661988,9997078,17079056,847490,1572500,9997078,4661988,1.003826
677,677,zambia,1000000,1000,2020-01-01,2020-12-31,hybrid,931588.0,984.0,553740,21.841,0.03198,4.192,19.993,16.003,19.995,2062353,4049309,3085603,9997465,19194730,2062353,4049309,9997465,3085603,0.72567993
2638,2638,korea,1000000,1000,2020-01-01,2020-12-31,hybrid,967193.0,7459.0,742639,42.873,0.03706,1.951,20.018,16.002,20.0,764622,1513126,5056393,10000131,17334272,764622,1513126,10000131,5056393,0.9958503
3757,3757,ukraine,1000000,1000,2020-01-01,2020-12-31,hybrid,958490.0,7857.0,118123,41.711,0.03661,1.9,20.0,15.998,19.997,729229,1647265,4799710,9998392,17174596,729229,1647265,9998392,4799710,0.9798865
354,354,guadeloupe,1000000,1000,2020-01-01,2020-12-31,hybrid,922763.0,9187.0,281558,41.826,0.02805,1.783,20.012,15.999,20.001,647421,2146172,4162818,10000537,16956948,647421,2146172,10000537,4162818,0.9708758
4454,4454,norway,1000000,1000,2020-01-01,2020-12-31,hybrid,951798.0,8035.0,152747,40.713,0.03651,1.727,19.992,15.998,20.007,607102,1910475,4496984,10003343,17017904,607102,1910475,10003343,4496984,0.9705114
3197,3197,mexico,1000000,1000,2020-01-01,2020-12-31,hybrid,801804.0,2892.0,342515,32.051,0.01506,2.932,20.001,15.998,20.002,1370780,2764059,4322152,10001196,18458187,1370780,2764059,10001196,4322152,0.86740696
718,718,papua new guinea,1000000,1000,2020-01-01,2020-12-31,hybrid,964721.0,1377.0,758302,26.237,0.03831,4.478,20.008,15.999,20.002,2212376,3459357,3763472,10000825,19436030,2212376,3459357,10000825,3763472,0.788951
1074,1074,azerbaijan,1000000,1000,2020-01-01,2020-12-31,hybrid,952646.0,3227.0,273771,33.64,0.02993,3.649,20.012,16.003,19.995,1771897,2301945,4745678,9997369,18816889,1771897,2301945,9997369,4745678,0.88326913
3873,3873,montenegro,1000000,1000,2020-01-01,2020-12-31,hybrid,955648.0,6915.0,928525,39.636,0.03272,2.488,20.006,16.0,19.993,1108112,1987787,4560829,9996511,17653239,1108112,1987787,9996511,4560829,0.95650303
2561,2561,indonesia,1000000,1000,2020-01-01,2020-12-31,hybrid,802799.0,2239.0,181214,31.781,0.01497,3.031,19.989,16.004,19.999,1428341,2705796,4444205,9999323,18577665,1428341,2705796,9999323,4444205,0.8608905
794,794,chile,1000000,1000,2020-01-01,2020-12-31,hybrid,959108.0,5823.0,612381,37.29,0.03326,2.787,19.975,15.994,19.998,1286921,2125403,4671784,9999116,18083224,1286921,2125403,9999116,4671784,0.9337497
3338,3338,sudan,1000000,1000,2020-01-01,2020-12-31,hybrid,949416.0,1565.0,598772,24.342,0.03326,4.636,19.993,16.009,19.999,2294079,3766273,3349688,9999349,19409389,2294079,3766273,9999349,3349688,0.7597404
2509,2509,burundi,1000000,1000,2020-01-01,2020-12-31,hybrid,890144.0,1001.0,543555,21.813,0.02542,3.919,20.008,15.991,20.003,1916892,3934621,3078887,10001329,18931729,1916892,3934621,10001329,3078887,0.72245413
3503,3503,malta,1000000,1000,2020-01-01,2020-12-31,hybrid,932638.0,9054.0,36841,43.417,0.02625,2.199,19.998,16.005,20.001,928066,1563765,4549645,10000477,17041953,928066,1563765,10000477,4549645,1.0073893
1025,1025,afghanistan,1000000,1000,2020-01-01,2020-12-31,hybrid,902862.0,1101.0,255359,22.781,0.01807,7.039,19.993,16.005,20.0,3516628,4033106,3186753,9999759,20736246,3516628,4033106,9999759,3186753,0.7426123
4213,4213,luxembourg,1000000,1000,2020-01-01,2020-12-31,hybrid,959913.0,7317.0,304595,40.361,0.03755,1.866,19.995,16.003,19.996,705215,1743911,4895297,9998193,17342616,705215,1743911,9998193,4895297,0.9666231
4615,4615,ecuador,1000000,1000,2020-01-01,2020-12-31,hybrid,949570.0,3633.0,194646,31.227,0.03393,2.957,20.005,16.001,19.999,1386964,2854807,4200631,9999547,18441949,1386964,2854807,9999547,4200631,0.8571142
4403,4403,cuba,1000000,1000,2020-01-01,2020-12-31,hybrid,940645.0,7362.0,336664,41.252,0.02705,2.423,20.002,16.001,20.0,1069294,1775149,4784598,10000076,17629117,1069294,1775149,10000076,4784598,0.9701593
1056,1056,azerbaijan,1000000,1000,2020-01-01,2020-12-31,hybrid,943637.0,3139.0,171849,33.629,0.02703,3.648,19.999,16.002,19.999,1771794,2300059,4748876,9999440,18820169,1771794,2300059,9999440,4748876,0.88316387
4566,4566,suriname,1000000,1000,2020-01-01,2020-12-31,hybrid,934691.0,3085.0,510117,31.884,0.02804,3.111,20.003,16.013,20.005,1473808,2785651,4306467,10002566,18568492,1473808,2785651,10002566,4306467,0.8609547
4221,4221,luxembourg,1000000,1000,2020-01-01,2020-12-31,hybrid,943754.0,7165.0,731078,40.424,0.03084,1.87,20.0,15.994,20.005,707644,1738504,4903593,10002288,17352029,707644,1738504,10002288,4903593,0.96741414
4321,4321,republic of korea,1000000,1000,2020-01-01,2020-12-31,hybrid,877085.0,6682.0,321167,42.89,0.01899,1.953,19.994,16.0,20.0,764721,1510290,5054985,9999926,17329922,764721,1510290,9999926,5054985,0.9959199
2758,2758,bulgaria,1000000,1000,2020-01-01,2020-12-31,hybrid,951351.0,9431.0,700407,44.13,0.0335,1.813,19.989,15.998,19.995,668485,1559826,4577386,9997443,16803140,668485,1559826,9997443,4577386,1.0076728
1552,1552,belarus,1000000,1000,2020-01-01,2020-12-31,hybrid,944726.0,7213.0,320772,40.785,0.03288,1.915,19.999,15.993,20.002,739238,1692627,4779761,10000973,17212599,739238,1692627,10000973,4779761,0.96371996
3570,3570,russia,1000000,1000,2020-01-01,2020-12-31,hybrid,866668.0,6556.0,378368,40.257,0.02009,1.991,20.001,16.001,20.005,791599,1778393,4679145,10002533,17251670,791599,1778393,10002533,4679145,0.9570853
949,949,ethiopia,1000000,1000,2020-01-01,2020-12-31,hybrid,938736.0,1518.0,102314,23.787,0.03428,3.715,19.999,15.993,20.0,1807620,3825560,3305956,9999783,18938919,1807620,3825560,9999783,3305956,0.7570949
4126,4126,slovakia,1000000,1000,2020-01-01,2020-12-31,hybrid,955438.0,7074.0,660770,41.394,0.03326,2.156,19.997,15.996,20.009,900110,1655439,4821162,10004747,17381458,900110,1655439,10004747,4821162,0.97867185
69,69,cyprus,1000000,1000,2020-01-01,2020-12-31,hybrid,820987.0,5493.0,671936,38.997,0.01616,2.12,19.991,15.999,19.995,875670,1926650,4744225,9997409,17543954,875670,1926650,9997409,4744225,0.9589252
3560,3560,russian federation,1000000,1000,2020-01-01,2020-12-31,hybrid,953712.0,7578.0,915623,40.273,0.03647,1.993,19.985,16.004,19.998,792590,1763909,4686956,9999153,17242608,792590,1763909,9999153,4686956,0.9572756
2022,2022,niger,1000000,1000,2020-01-01,2020-12-31,hybrid,836300.0,925.0,114001,20.658,0.01882,4.96,20.011,15.987,20.003,2462073,4191343,2687443,10001692,19342551,2462073,4191343,10001692,2687443,0.6943676
3128,3128,slovenia,1000000,1000,2020-01-01,2020-12-31,hybrid,602850.0,5743.0,277664,43.983,0.01064,1.908,19.993,16.0,19.993,733110,1547205,4603086,9996432,16879833,733110,1547205,9996432,4603086,1.000742
3161,3161,haiti,1000000,1000,2020-01-01,2020-12-31,hybrid,851830.0,2024.0,85463,27.625,0.01834,3.426,19.988,16.005,20.0,1650382,3298819,3873539,10000170,18822910,1650382,3298819,10000170,3873539,0.81299067
4366,4366,botswana,1000000,1000,2020-01-01,2020-12-31,hybrid,934012.0,1772.0,800216,27.203,0.03415,2.742,20.001,16.006,19.993,1261080,3263908,3902385,9996712,18424085,1261080,3263908,9996712,3902385,0.80537456
889,889,south korea,1000000,1000,2020-01-01,2020-12-31,hybrid,951727.0,7411.0,813761,42.831,0.03056,1.95,19.98,15.992,20.002,763546,1514969,5046037,10001083,17325635,763546,1514969,10001083,5046037,0.9954443
4069,4069,colombia,1000000,1000,2020-01-01,2020-12-31,hybrid,957498.0,4059.0,776221,33.953,0.03462,2.741,20.002,15.995,19.998,1260346,2525335,4524089,9999176,18308946,1260346,2525335,9999176,4524089,0.8959397
4300,4300,myanmar,1000000,1000,2020-01-01,2020-12-31,hybrid,966025.0,2475.0,709214,31.506,0.03787,3.356,20.001,16.0,19.995,1611464,2831228,4408944,9997287,18848923,1611464,2831228,9997287,4408944,0.8620451
4547,4547,palestine,1000000,1000,2020-01-01,2020-12-31,hybrid,791934.0,1328.0,743464,24.52,0.01432,4.53,20.004,16.0,19.999,2239284,3624735,3542627,9999705,19406351,2239284,3624735,9999705,3542627,0.7683
26,26,mongolia,1000000,1000,2020-01-01,2020-12-31,hybrid,670303.0,1487.0,441983,29.391,0.0112,3.446,19.979,15.997,19.999,1661052,2734109,4334274,9999719,18729154,1661052,2734109,9999719,4334274,0.823966
1407,1407,croatia,1000000,1000,2020-01-01,2020-12-31,hybrid,950140.0,10208.0,128602,43.97,0.03062,2.15,20.011,16.002,19.998,896984,1603672,4556032,9999084,17055772,896984,1603672,9999084,4556032,1.0055759
230,230,aruba,1000000,1000,2020-01-01,2020-12-31,hybrid,938905.0,5886.0,409360,40.031,0.02814,2.225,20.001,16.008,19.989,944740,2033986,4612324,9994640,17585690,944740,2033986,9994640,4612324,0.9570046
2177,2177,vietnam,1000000,1000,2020-01-01,2020-12-31,hybrid,808949.0,3274.0,628315,33.986,0.01473,2.966,19.991,15.995,20.005,1391404,2350793,4669283,10002727,18414207,1391404,2350793,10002727,4669283,0.88946533
879,879,south korea,1000000,1000,2020-01-01,2020-12-31,hybrid,957364.0,7250.0,974048,42.849,0.03232,1.951,19.997,15.993,19.996,764573,1515177,5050680,9997787,17328217,764573,1515177,9997787,5050680,0.9955217
199,199,honduras,1000000,1000,2020-01-01,2020-12-31,hybrid,846484.0,2214.0,308484,27.949,0.017,3.587,20.008,16.0,20.001,1737679,3283007,3988830,10000570,19010086,1737679,3283007,10000570,3988830,0.82257974
3225,3225,trinidad and tobago,1000000,1000,2020-01-01,2020-12-31,hybrid,965066.0,4872.0,667268,37.084,0.03831,2.55,20.006,16.002,20.012,1146169,2113482,4705980,10005934,17971565,1146169,2113482,10005934,4705980,0.9268102
4294,4294,myanmar,1000000,1000,2020-01-01,2020-12-31,hybrid,960605.0,2540.0,80559,31.522,0.03475,3.351,19.994,15.998,20.004,1608826,2821601,4411031,10001773,18843231,1608826,2821601,10001773,4411031,0.8618834
3235,3235,trinidad and tobago,1000000,1000,2020-01-01,2020-12-31,hybrid,958152.0,4759.0,676638,37.068,0.03466,2.545,20.004,16.002,19.999,1144521,2115966,4707939,9999550,17967976,1144521,2115966,9999550,4707939,0.9265416
4644,4644,south africa,1000000,1000,2020-01-01,2020-12-31,hybrid,748010.0,1777.0,486524,29.77,0.01416,2.605,19.994,15.999,20.002,1180415,2875082,4292859,10000887,18349243,1180415,2875082,10000887,4292859,0.841342
1281,1281,albania,1000000,1000,2020-01-01,2020-12-31,hybrid,955038.0,6379.0,202446,38.952,0.03182,2.559,19.998,15.999,20.003,1150914,2048732,4566499,10001557,17767702,1150914,2048732,10001557,4566499,0.95539653
4469,4469,norway,1000000,1000,2020-01-01,2020-12-31,hybrid,945041.0,8109.0,755165,40.747,0.03402,1.729,20.005,15.998,19.999,607927,1897531,4499820,9999385,17004663,607927,1897531,9999385,4499820,0.97090805
3279,3279,poland,1000000,1000,2020-01-01,2020-12-31,hybrid,921133.0,8232.0,960912,42.46,0.02429,2.162,20.012,16.0,19.993,903841,1614820,4702023,9996696,17217380,903841,1614820,9996696,4702023,0.9926027
468,468,japan,1000000,1000,2020-01-01,2020-12-31,hybrid,719564.0,10465.0,143892,47.713,0.01319,1.805,20.005,15.993,20.003,663500,1405945,4242838,10001606,16313889,663500,1405945,10001606,4242838,1.0497193
2715,2715,uzbekistan,1000000,1000,2020-01-01,2020-12-31,hybrid,842500.0,2008.0,787784,29.804,0.01509,4.297,19.991,16.001,20.001,2117355,2794234,4369466,10000605,19281660,2117355,2794234,10000605,4369466,0.8392859
2527,2527,usa,1000000,1000,2020-01-01,2020-12-31,hybrid,948372.0,7887.0,340089,39.829,0.03425,1.924,20.008,16.005,19.995,745536,2031909,4434537,9997677,17209659,745536,2031909,9997677,4434537,0.9598535
3880,3880,montenegro,1000000,1000,2020-01-01,2020-12-31,hybrid,960203.0,6970.0,520361,39.647,0.0347,2.485,19.982,15.996,20.001,1106626,1989822,4566567,10000731,17663746,1106626,1989822,10000731,4566567,0.95690477
