,Unnamed: 0,location,pop_size,pop_infected,start_day,end_day,pop_type,cum_infections,cum_deaths,rand_seed,avg_age,beta,avg_contacts_h,avg_contacts_s,avg_contacts_w,avg_contacts_c,total_contacts_h,total_contacts_s,total_contacts_w,total_contacts_c,total_contacts,agents_in_h,agents_in_s,agents_in_c,agents_in_w,avg_rel_sus
3360,3360,dominican republic,1000000,1000,2020-01-01,2020-12-31,hybrid,726942.0,2831.0,54574,31.306,0.01312,2.7,20.006,16.006,20.002,1236336,2872186,4181918,10001249,18291689,1236336,2872186,10001249,4181918,0.8571152
4132,4132,slovakia,1000000,1000,2020-01-01,2020-12-31,hybrid,963241.0,7102.0,354765,41.403,0.03676,2.158,19.981,15.996,20.002,900933,1652077,4825360,10000803,17379173,900933,1652077,10000803,4825360,0.9786592
2632,2632,korea,1000000,1000,2020-01-01,2020-12-31,hybrid,959651.0,7276.0,372744,42.889,0.03362,1.956,19.991,15.996,19.994,766789,1513758,5044247,9996805,17321599,766789,1513758,9996805,5044247,0.9959242
1740,1740,france,1000000,1000,2020-01-01,2020-12-31,hybrid,943836.0,10650.0,792456,42.38,0.03402,1.729,19.98,15.993,20.0,609691,1897001,4250223,9999978,16756893,609691,1897001,9999978,4250223,0.98252654
3169,3169,haiti,1000000,1000,2020-01-01,2020-12-31,hybrid,808883.0,2016.0,607962,27.64,0.01572,3.419,20.025,15.997,20.002,1646776,3296748,3881220,10001010,18825754,1646776,3296748,10001010,3881220,0.8135249
3840,3840,georgia,1000000,1000,2020-01-01,2020-12-31,hybrid,786989.0,5868.0,399769,39.159,0.01423,2.585,20.001,16.007,19.998,1168153,1984060,4489736,9999115,17641064,1168153,1984060,9999115,4489736,0.94430023
4049,4049,netherlands,1000000,1000,2020-01-01,2020-12-31,hybrid,894647.0,8577.0,381410,42.801,0.02308,1.738,20.031,16.002,20.005,614118,1791535,4442830,10002688,16851171,614118,1791535,10002688,4442830,0.99191684
2417,2417,latvia,1000000,1000,2020-01-01,2020-12-31,hybrid,961659.0,10338.0,135193,43.402,0.03863,1.989,19.977,15.99,19.997,788782,1641906,4473970,9998425,16903083,788782,1641906,9998425,4473970,0.99338126
3276,3276,poland,1000000,1000,2020-01-01,2020-12-31,hybrid,942619.0,8452.0,869837,42.447,0.02877,2.161,19.981,16.003,19.986,902690,1616589,4697629,9993166,17210074,902690,1616589,9993166,4697629,0.99221957
1546,1546,belarus,1000000,1000,2020-01-01,2020-12-31,hybrid,952258.0,7554.0,931694,40.803,0.03563,1.92,20.004,15.999,20.002,742220,1695528,4776650,10001039,17215437,742220,1695528,10001039,4776650,0.9637004
4073,4073,colombia,1000000,1000,2020-01-01,2020-12-31,hybrid,947219.0,4057.0,511633,33.942,0.0307,2.748,19.999,16.004,20.009,1264718,2531952,4517953,10004530,18319153,1264718,2531952,10004530,4517953,0.8959702
1607,1607,venezuela,1000000,1000,2020-01-01,2020-12-31,hybrid,852043.0,3181.0,539146,32.27,0.0168,3.456,20.001,15.997,20.006,1666242,2819932,4201586,10003137,18690897,1666242,2819932,10003137,4201586,0.8623528
3115,3115,yemen,1000000,1000,2020-01-01,2020-12-31,hybrid,952178.0,1265.0,542236,23.843,0.02968,5.679,19.995,16.002,19.996,2829436,3729325,3475390,9997760,20031911,2829436,3729325,9997760,3475390,0.7628004
