,data_points,rmsd,rmpse,spearmans_r,spearmans_p_val,kendalls_tau,kendalls_p_val
3659,1498,6350.034226506399,0.0613398682738567,0.9920437483207156,1.6273001015880628e-140,0.9300248138957816,1.56636461965411e-66
1659,1498,5424.307853088792,0.0524279184572272,0.9942121983215058,4.035606871795191e-151,0.9424317617866004,2.8681577852566727e-68
14659,1498,5053.541003506934,0.0491150879410287,0.9939277077966208,1.6064425183960561e-149,0.9411083540115798,4.40558611303845e-68
11159,1498,6183.899270846683,0.0607296488308529,0.9929825670528362,1.0665715143807271e-144,0.9353184449958644,2.8605313495107966e-67
14159,1498,5270.932106539539,0.052328695878603,0.994114207140712,1.4646722516965492e-150,0.9419354838709678,3.3692542305385693e-68
6159,1498,5057.14897470451,0.0490846202849088,0.9933429217176905,1.866360719329952e-146,0.9377998345740282,1.2848924508095684e-67
8659,1498,5636.594701406382,0.0546570029257617,0.9930110161053244,7.809247638490253e-145,0.9343258891645988,3.9375176961246536e-67
8159,1498,5464.782726604035,0.0542332518315703,0.9917592577958304,2.4080543021341684e-139,0.9277088502894956,3.2858959233545713e-66
4659,1498,5677.388005231921,0.0551393025747295,0.99444927375891,1.6261731155815941e-152,0.9447477253928868,1.3513743701717976e-68
159,1498,6061.668932365534,0.0584549952557471,0.9941394951873684,1.0523681929210381e-150,0.942597187758478,2.718220347460439e-68
5159,1498,5383.150237271411,0.0531967825190586,0.9939403518199492,1.3688863407328798e-149,0.9387923904052936,9.32349268518758e-68
9660,1507,5652.913825541789,0.0547853856117366,0.9925431872421804,1.1263642265386844e-142,0.933498759305211,5.137563546015274e-67
1160,1507,6221.716218674571,0.0600538207574686,0.9948854925637336,3.028659467485738e-155,0.9483870967741936,4.1264779722171687e-69
14660,1507,5905.49450693856,0.0574349732085819,0.995245847228588,1.1063000199554322e-157,0.9495450785773366,2.826446299796456e-69
2160,1507,4676.161597516428,0.0464765179495159,0.9950814749253212,1.506065794270199e-156,0.9488833746898264,3.508916382024299e-69
11660,1507,5473.411131977744,0.0530252982976987,0.9948633655229092,4.2194161061250805e-155,0.9462365591397848,8.322455929850153e-69
2660,1507,4738.946264166971,0.0471861558871793,0.9938518436566516,4.167044041083896e-149,0.9399503722084368,6.41048351484667e-68
3660,1507,6490.061102050622,0.0622568602314357,0.9948728485404056,3.6611164983189113e-155,0.948221670802316,4.355522238486613e-69
