,data_points,rmsd,rmpse,spearmans_r,spearmans_p_val,kendalls_tau,kendalls_p_val
12501,19,8584.035792189077,0.0919690992237591,0.9455959286244884,5.396498147355936e-77,0.8038047973531844,3.710428190362162e-50
1001,19,12310.028520151358,0.1347633595674781,0.7153830348816993,9.42334068028256e-26,0.5444168734491316,6.345163071815698e-24
12001,19,39983.73754769742,0.3615017680884444,0.69195049864867,1.4929596594257292e-23,0.5224152191894128,3.711199120554754e-22
11501,19,2867.854720707468,0.0327668415321881,0.9873338496309524,4.824251479815322e-125,0.9088502894954508,1.2795093067395533e-63
2501,19,99950.65936806962,0.9185327738735838,0.3358631916675886,1.816110275814008e-05,0.2319272125723738,1.73193732847029e-05
11001,19,7953.328529323509,0.0943722032948891,0.8987751102400784,5.0436925342960384e-57,0.7181141439205956,2.17973306001919e-40
10501,19,9550.568836660746,0.0996908028610941,0.9739944050196772,3.315480759241308e-101,0.8661703887510339,5.948783149016265e-58
3001,19,11752.66290857308,0.1090919778594364,0.749269017401337,2.3424097840488387e-29,0.5551695616211746,8.181491005580532e-25
10001,19,3711.118031460437,0.0409672820706535,0.9724455121619698,2.6893424846634588e-99,0.8650124069478908,8.402811675489406e-58
9001,19,4640.188807032017,0.0684940515447772,0.99082043906371,9.422928956622398e-136,0.9280397022332508,2.956219969938461e-66
3501,19,9629.803566369634,0.0836450004187043,0.9671603104107728,1.6224507285019328e-93,0.8479735318444995,1.2837924611936387e-55
8501,19,8636.664395414979,0.1004782800569915,0.9272431287635724,1.393921423694251e-67,0.7684036393713813,5.461453815770616e-46
501,19,14535.808586091103,0.1418351122372088,0.8893047367672392,3.3953288574347186e-54,0.7288668320926385,1.4870434849630628e-41
4001,19,13172.760781698506,0.1394457214593217,0.8719002386559402,1.2975456667719928e-49,0.6813895781637718,1.5551867840737163e-36
8001,19,25021.117580263188,0.2293396469941667,0.1862780736830459,0.0198952381108194,0.1545078577336641,0.0042022716002231
1501,19,14069.554285457976,0.1511055864615523,0.8302792748652619,6.172020152640334e-41,0.6448304383788255,6.750233839277606e-33
14501,19,5426.0938073884345,0.0654086454109232,0.9380316416683788,9.0939762743825e-73,0.7879239040529364,2.898206066385152e-48
7501,19,10417.344254480338,0.1261318992872835,0.7539220179861231,6.752318482024045e-30,0.5707196029776674,3.9455261524709136e-26
4501,19,11210.14115977586,0.1343433138898868,0.8894343380063535,3.1184471749799233e-54,0.7114971050454921,1.1155026479334528e-39
7001,19,5982.595646453089,0.0626350404577285,0.922451043922176,1.571269965677864e-65,0.7591397849462366,6.270088112584896e-45
6501,19,4787.449994782618,0.0608925095195874,0.9607940446650124,1.071475852893394e-87,0.8340777502067824,7.207170203287792e-54
5001,19,10881.783169614731,0.1322294387659749,0.986742741540358,1.5813865889113972e-123,0.9088502894954508,1.2795093067395533e-63
