,data_points,rmsd,spearmans_r,spearmans_p_val,kendalls_tau,kendalls_p_val
14595,125,6558.647664462363,0.9706058067677134,3.6356420855190166e-97,0.8597187758478081,4.051231152099886e-57
8607,125,6476.585958684353,0.9885413538587978,2.253439745189665e-128,0.9167907361455748,1.0538844965968864e-64
5114,125,6624.482620769326,0.9866068182895796,3.450818217235886e-123,0.9058726220016544,3.2450583598782683e-63
2120,125,4040.395073672157,0.981245752398413,5.111107982963974e-112,0.8896608767576509,4.8825509748867066e-61
1122,125,8216.098119596005,0.9807020593952994,4.521121204935258e-111,0.8843672456575683,2.4614302905852573e-60
4116,125,5525.838785127093,0.9881399061181266,3.146222157358243e-127,0.9129859387923904,3.495413071477853e-64
14096,125,6130.065418177463,0.9931817104202556,1.1709206487094646e-145,0.9366418527708852,1.8671731745517072e-67
2619,125,5037.574540686329,0.9882473803164168,1.5672390306576417e-127,0.9114971050454922,5.580426545722589e-64
4615,125,5733.267323786092,0.9898689763082612,1.805640291532605e-132,0.9205955334987592,3.1618177066789693e-65
5613,125,5966.905291318473,0.9921512225190054,5.733570523764369e-141,0.9303556658395368,1.4088409327456664e-66
7110,125,3007.240492358276,0.979089946420951,2.0498600860432723e-108,0.8802315963606286,8.652696745353772e-60
3617,125,3875.423056654696,0.9887468192378812,5.638258039399005e-129,0.9138130686517784,2.6945398381613773e-64
11601,125,5716.905069212979,0.992811872737905,6.743507544240567e-144,0.9336641852770884,4.871451703423087e-67
10603,125,8512.293350102991,0.9885097438004772,2.782602716934628e-128,0.9134822167080232,2.9902146453735257e-64
623,125,5077.5275338717065,0.9942943844731392,1.3458415387246371e-151,0.941439205955335,3.957563833535721e-68
13098,125,5362.770026442898,0.9810940241184744,9.451010065225125e-112,0.8865177832919768,1.2772689209464587e-60
12599,125,3911.3562374814,0.9929857280586682,1.0303265575549524e-144,0.9358147229114973,2.4378327978674176e-67
3118,125,6992.020701500033,0.9894738505792542,3.385390745875789e-131,0.9187758478081058,5.626869143668113e-65
1621,125,5241.226437730273,0.988945962605301,1.4365504848951738e-129,0.9172870140612076,9.00982491438357e-65
9605,125,6230.394461412134,0.990763540958733,1.5131847038505627e-135,0.9245657568238214,8.95477550957628e-66
6611,125,7353.969482561207,0.9457065638286102,4.633293851814686e-77,0.802812241521919,4.884438597753437e-50
9106,125,6406.284845549499,0.98912930094356,3.990595114593976e-130,0.9128205128205128,3.6820449748508793e-64
11102,125,5544.916198235343,0.9856869655924514,5.547876616854597e-121,0.905541770057899,3.597907474052523e-63
8108,125,3939.7286151194185,0.974376886725356,1.0749048158497643e-101,0.8678246484698099,3.629125585684605e-58
10104,125,2891.6002949384792,0.9904031862938786,2.843504342642716e-134,0.9232423490488008,1.3644018099074774e-65
124,125,6422.447889006686,0.9875677640625246,1.1585605645118455e-125,0.9114971050454922,5.580426545722589e-64
2121,126,6804.770710290625,0.9914684452592814,3.440897496394299e-138,0.927874276261373,3.1167165559591793e-66
2620,126,8058.864216976395,0.984985222297735,2.1539008348994318e-119,0.899586435070306,2.291732994915477e-62
3618,126,3441.94360752403,0.99149689431177,2.6634257722042368e-138,0.9273779983457404,3.652200378093755e-66
14596,126,4622.704341793888,0.9922270866589749,2.7218559606467386e-141,0.9353184449958644,2.8605313495106326e-67
13598,126,7884.123572015187,0.9911713107110682,4.74952637484764e-137,0.9262200165425972,5.28541750553912e-66
12600,126,7897.710317361131,0.9853013228809406,4.2352835121047954e-120,0.9020678246484698,1.0611011088140671e-62
4117,126,6828.046093078196,0.9938328776216592,5.278594250588361e-149,0.939454094292804,7.527288263627986e-68
5614,126,6316.517937804548,0.9866542333770604,2.63088291026735e-123,0.9062034739454096,2.926703801620675e-63
9606,126,5463.371662634096,0.9888258443836828,3.286811689803853e-129,0.914309346567411,2.30476942874052e-64
11602,126,6721.125222758091,0.9910259044427936,1.6616679885393547e-136,0.9240694789081886,1.0487405013311034e-65
4616,126,5509.541164690536,0.9900207045882,5.681977497163195e-133,0.9222497932175352,1.8704117060500738e-65
1622,126,4439.1520231673,0.9931753884085914,1.257234853384565e-145,0.9363110008271298,2.077421032627797e-67
3119,126,5659.0575470356935,0.9908868201861832,5.402198688135073e-136,0.928701406120761,2.39251043721006e-66
6113,126,3525.990156299129,0.98583869387239,2.4560027208569173e-121,0.9058726220016544,3.2450583598782683e-63
10105,126,7826.080214001843,0.9754958827899036,3.602279187230328e-103,0.8726220016542596,8.611681614665464e-59
9107,126,6918.165304337574,0.9863002007238704,1.9491160379040689e-122,0.9050454921422664,4.200110531299868e-63
7610,126,5662.3442750014165,0.990023865594032,5.545708432459683e-133,0.9189412737799836,5.339860015938984e-65
14097,126,4699.505522951173,0.9774557064057782,6.328332425700858e-106,0.877750206782465,1.8344695612580169e-59
125,126,8672.206587052808,0.9923313998514324,9.655074046054056e-142,0.9311827956989248,1.0807208920347536e-66
13099,126,2005.7274884204448,0.9911807937285644,4.373882055458285e-137,0.925889164598842,5.873634341631872e-66
6612,126,6231.339670068634,0.9938771317033078,3.036773974556463e-149,0.9412737799834574,4.175589960044952e-68
8109,126,7586.269256004923,0.9890534368035908,6.797659731694854e-130,0.915963606286187,1.3682731698530363e-64
624,126,6021.381945813592,0.9942817404498112,1.595188938212438e-151,0.9419354838709678,3.3692542305384733e-68
10604,126,6617.654862970683,0.9881430671239588,3.082671410685397e-127,0.915963606286187,1.3682731698530363e-64
7111,126,6596.662296414477,0.9847418248486668,7.361646569762556e-119,0.9007444168734492,1.600372662636325e-62
1123,126,4320.413843722309,0.9887341752145532,6.144556170894009e-129,0.9149710504549214,1.871088811039348e-64
11103,126,3403.7724843400542,0.9933618877526827,1.4993292869750086e-146,0.9369727047146402,1.6781408513788792e-67
12101,126,5235.018410748671,0.9891830380427052,2.730238867805291e-130,0.915963606286187,1.3682731698530363e-64
8608,126,6576.017387234674,0.99332711668853,2.2389117421075464e-146,0.9351530190239868,3.017075499631631e-67
5115,126,5103.897924899619,0.9945061718638868,7.37125274535308e-153,0.942597187758478,2.718220347460284e-68
11603,127,3976.01228970444,0.9926127293704856,5.488900041938774e-143,0.929859387923904,1.6515898978741752e-66
10605,127,3442.2034067263357,0.9931564223735992,1.5556478225166064e-145,0.935483870967742,2.712084265744383e-67
3120,127,6134.108918870101,0.977436740370786,6.746802000157064e-106,0.8787427626137303,1.3585531633234734e-59
1124,127,3833.34489233452,0.9921006464256926,9.384093665748596e-141,0.9303556658395368,1.4088409327456664e-66
6613,127,10230.802458635168,0.9802816456196362,2.3389893761538058e-110,0.8825475599669149,4.2827689265172086e-60
14597,127,6671.804073118957,0.9755970349765294,2.6297682148741944e-103,0.8731182795698925,7.417666388009089e-59
7611,127,7180.043348516522,0.9884749727363248,3.5069107658413383e-128,0.910835401157982,6.868453760893072e-64
4617,127,5435.2201553251325,0.9755053658073998,3.497758228415328e-103,0.8709677419354839,1.4154439858312497e-58
12102,127,4918.269832104769,0.9845237154462548,2.17786666787036e-118,0.9014061207609596,1.3032311959035356e-62
14098,127,4076.251790866365,0.978125839642174,6.356569760649884e-107,0.8772539288668321,2.1314373760207524e-59
13100,127,3923.7242831455023,0.9824564176320904,3.139421657747422e-114,0.8914805624483044,2.793747144406987e-61
9607,127,11768.225313707317,0.9419955429817766,6.526974487720787e-75,0.8019851116625311,6.140378604316052e-50
13599,127,6136.725365595861,0.9850610864377044,1.462443286259173e-119,0.9009098428453268,1.5202930412837555e-62
3619,127,2803.9183488996546,0.9900143825765356,5.964504890865492e-133,0.9164598842018196,1.1699226002350977e-64
625,127,4426.803977364911,0.9858703039307108,2.070234782562024e-121,0.9053763440860216,3.788415738378348e-63
8609,127,5584.357615876669,0.9882916343980652,1.1740943102217727e-127,0.9149710504549214,1.871088811039348e-64
7112,127,4508.162432499767,0.9869071138436248,6.088659932234835e-124,0.9085194375516956,1.419113981975803e-63
2122,127,4607.5753388853045,0.9937917845458424,8.788834063417299e-149,0.9401157981803144,6.0762187673900596e-68
126,127,2986.312670335957,0.9916675886267008,5.624755340809256e-139,0.928370554177006,2.6595210101894066e-66
12601,127,7996.020982018358,0.9940889190940556,2.035616134657727e-150,0.9424317617866004,2.8681577852565903e-68
8110,127,8324.884576814748,0.981125634176795,8.31839779860239e-112,0.8865177832919768,1.2772689209464587e-60
6114,127,7672.34770206504,0.9927328475921036,1.5603757399024225e-143,0.9336641852770884,4.871451703423087e-67
5615,127,3859.717887751126,0.9862749126772138,2.2443633813881203e-122,0.906038047973532,3.081787393650009e-63
2621,127,4066.314718701669,0.9926538224463024,3.5778149890518413e-143,0.9328370554177008,6.354944582980726e-67
9108,127,4262.702133850411,0.989748858086643,4.454725921690468e-132,0.919602977667494,4.330533896829857e-65
10106,127,4482.699837510529,0.993668505318392,3.9760840866310075e-148,0.9387923904052936,9.323492685187048e-68
1623,127,7567.945404228332,0.9858165668315656,2.7674267028703273e-121,0.9033912324234906,7.031245197719154e-63
11104,127,3478.6413176798005,0.9918161559008076,1.4154855724393766e-139,0.9296939619520264,1.7414359458812873e-66
5116,127,5730.369732742287,0.9507294020957467,3.188281281724264e-80,0.8147229114971051,1.763910861060877e-51
4118,127,4689.255774838191,0.988443362678004,4.325139050916034e-128,0.9157981803143094,1.4415727803457685e-64
11105,128,6526.80510205856,0.9763209053120704,2.660005579790813e-104,0.8719602977667494,1.0506513524552544e-58
11604,128,8872.820683575726,0.9885318708413016,2.400790059633298e-128,0.9124896608767576,4.085620824366085e-64
7113,128,6699.277687403699,0.9891514279843844,3.4139961604309442e-130,0.9169561621174526,1.0002414781242204e-64
4618,128,7937.520044812218,0.973254729654976,2.793922277800785e-100,0.8655086848635236,7.247109158452131e-58
12103,128,7195.82624078814,0.9833920753583788,4.7796547163027146e-116,0.896443341604632,6.05945435258993e-62
9608,128,5944.112033641583,0.9847576298778272,6.801069878996259e-119,0.9023986765922252,9.574145605642862e-63
8610,128,4653.950032445978,0.9910954465710988,9.152382426895408e-137,0.9244003308519438,9.439084656201789e-66
7612,128,3025.2403180852925,0.9896635109291776,8.407859416939918e-132,0.9187758478081058,5.626869143668113e-65
6115,128,5100.26709262947,0.9940794360765596,2.302216163181705e-150,0.9376344086021504,1.3553992353480521e-67
12602,128,4582.828458572419,0.9890818858560791,5.569333115855695e-130,0.9161290322580644,1.2986884650970956e-64
8111,128,8085.651831689222,0.981858987529832,4.044462113536341e-113,0.8888337468982631,6.290615567535231e-61
2123,128,9349.057691118662,0.9796431224415608,2.656081202140112e-109,0.8815550041356494,5.790544557281266e-60
13600,128,6245.82450643849,0.9848303330119644,4.71936331349593e-119,0.9004135649296939,1.7733585861483135e-62
4119,128,5792.551375391546,0.982598662894533,1.6863245144074125e-114,0.8946236559139784,1.062269255228729e-61
2622,128,7279.999741486958,0.9719492342463372,1.0432371144382534e-98,0.8648469809760132,8.827473953599192e-58
9109,128,5849.738375609652,0.9920247822857232,1.953341389465195e-140,0.9296939619520264,1.7414359458812873e-66
3620,128,6123.295158196329,0.98470073177285,9.041517046526297e-119,0.9002481389578164,1.8667157135778104e-62
14598,128,3249.456918626112,0.9910733195302744,1.1070473464484435e-136,0.9260545905707196,5.571795079795755e-66
6614,128,8631.57793553508,0.9841791658105608,1.1713877352132707e-117,0.8952853598014888,8.662366967258225e-62
10606,128,4559.585454898368,0.9949265856395504,1.6298723160420776e-155,0.9468982630272952,6.707790309127178e-69
5117,128,4803.572009529456,0.989009182721942,9.258783073756314e-130,0.9169561621174526,1.0002414781242204e-64
127,128,4797.869734161265,0.9905612365854816,7.963785906106486e-135,0.922746071133168,1.5975631902139473e-65
1125,128,7498.6852506661135,0.9923187558281044,1.0955711263364313e-141,0.9356492969396196,2.5713167591488572e-67
14099,128,6185.591440213369,0.9806420002844904,5.7302153504131344e-111,0.8886683209263855,6.617443211290718e-61
10107,128,5116.582395825346,0.9924578400847148,2.6968431287788162e-142,0.9366418527708852,1.8671731745517072e-67
626,128,5937.245010249193,0.9784767112895322,1.854588825241592e-107,0.8822167080231597,4.735935975906608e-60
3121,128,4194.443591637579,0.9936337342542396,6.0538705223636456e-148,0.9348221670802316,3.356239255103125e-67
13101,128,5576.507109658531,0.992179671571494,4.3396984035367366e-141,0.929528535980149,1.8361524042615265e-66
5616,128,7206.669018955466,0.9847829179244836,5.990541116859652e-119,0.9042183622828784,5.434971818577566e-63
1624,128,3572.8747844189843,0.993763335493354,1.2484113619410542e-148,0.940281224152192,5.759329813850019e-68
11106,129,3245.985423157515,0.994673705172986,6.833420645486336e-154,0.9444168734491316,1.504922368281267e-68
1126,129,3964.5032468590616,0.994114207140712,1.4646722516965492e-150,0.9419354838709678,3.3692542305384733e-68
2124,129,5283.754429761302,0.9877511024007838,3.716218553815576e-126,0.9093465674110836,1.0953482385957714e-63
14599,129,7835.336344138779,0.9934156248518278,8.034584270942218e-147,0.9361455748552524,2.1912321309612867e-67
2623,129,4273.428614235583,0.9945946800271844,2.1176546263535474e-153,0.9432588916459884,2.1926558632066465e-68
8611,129,4089.025411432876,0.9920500703323796,1.5310473922219718e-140,0.9320099255583127,8.288262224315916e-67
8112,129,6015.783537150579,0.990940557285328,3.4330392966690264e-136,0.9257237386269644,6.191767088005278e-66
627,129,5676.949538193778,0.9838282941632026,6.258589209196249e-117,0.8997518610421837,2.1772016589007487e-62
6615,129,4664.4023281739865,0.9901597888448104,1.938321894459446e-133,0.92191894127378,2.0776369517297817e-65
13102,129,4974.780226727365,0.9955903968642822,3.416877026133221e-160,0.949048800661704,3.3242681505831813e-69
5118,129,5381.567002150488,0.985159077618498,8.843248819817898e-120,0.9009098428453268,1.5202930412837555e-62
12104,129,8172.521058707056,0.9837555910290652,8.816269731760155e-117,0.8962779156327544,6.3770170584869125e-62
128,129,5053.108535431371,0.995075152913657,1.6622485932129803e-156,0.9459057071960296,9.269645350871519e-69
7114,129,5408.919137790044,0.9899005863665816,1.4211717725421322e-132,0.9194375516956164,4.563464204523821e-65
14100,129,4088.0426579580544,0.9713960582257272,4.5950936021678047e-98,0.8650124069478908,8.402811675488927e-58
11605,129,6821.956957255156,0.9830190766701964,2.606193509048348e-115,0.8951199338296113,9.115745335322158e-62
1625,129,5124.999440368015,0.9837555910290652,8.816269731760155e-117,0.8966087675765095,5.757651743321894e-62
5617,129,5183.10323763127,0.9863855478813356,1.2085280743225403e-122,0.9088502894954508,1.2795093067394802e-63
7613,129,6178.02555103225,0.98934424934014,8.643793781305478e-131,0.9182795698924732,6.583445603642651e-65
3621,129,4065.655142568728,0.9837050149357524,1.1179137953439374e-116,0.8969396195202647,5.198247419822209e-62
9110,129,6646.01577799324,0.9854593731725432,1.853324762522649e-120,0.9022332506203474,1.0079301370470189e-62
3122,129,7152.710007656806,0.9829937886235398,2.919807054370544e-115,0.8914805624483044,2.793747144406987e-61
9609,129,5269.877078550307,0.9703971803827977,6.217858110071214e-97,0.862531017369727,1.7586326853593025e-57
4120,129,4950.32493456326,0.9854087970792303,2.416769561898167e-120,0.9023986765922252,9.574145605642862e-63
13601,129,4100.333717634169,0.9894011474451168,5.735824513788962e-131,0.9167907361455748,1.0538844965968864e-64
4619,129,5973.048043212185,0.9926538224463024,3.5778149890518413e-143,0.937138130686518,1.590904885766138e-67
6116,129,6261.061817736109,0.9679505618687866,2.5627062113256715e-94,0.8501240694789082,6.8424660033954815e-56
12603,129,2461.0368320190773,0.9916454615858764,6.893296905265051e-139,0.9277088502894956,3.285895923354478e-66
10607,129,7528.373437220643,0.9860125491931532,9.549835514583916e-122,0.907196029776675,2.146594365440787e-63
10108,129,5743.586264375773,0.9737636515939372,6.488682343467675e-101,0.8696443341604632,2.104960001786364e-58
13103,130,3909.9426877581295,0.9928498048078898,4.493355580607179e-144,0.9356492969396196,2.5713167591488572e-67
7115,130,7781.42058191125,0.9933587267468508,1.5551264211326128e-146,0.9377998345740282,1.2848924508094955e-67
6117,130,8284.378809291316,0.9762229141312764,3.64224705764901e-104,0.87328370554177,7.057522625715179e-59
8612,130,3813.246491737848,0.993883453714972,2.805237382781475e-149,0.9399503722084368,6.410483514846484e-68
10608,130,7079.66590499816,0.993826555609995,5.710550332020102e-149,0.9387923904052936,9.323492685187048e-68
4620,130,6138.14129151951,0.985203331700147,7.038376408303977e-120,0.9042183622828784,5.434971818577566e-63
3622,130,7448.797060336867,0.9873559766717768,4.2200988735565726e-125,0.9076923076923076,1.8381489911116945e-63
129,130,5815.769623286532,0.9926664664696304,3.1348583415606292e-143,0.93151364764268,9.719092589645017e-67
11606,130,8273.488839367697,0.9896477059000172,9.451921924477556e-132,0.9184449958643508,6.247819944519161e-65
3123,130,5641.036468349143,0.9851875266709866,7.636839253020144e-120,0.8997518610421837,2.1772016589007487e-62
14101,130,6570.23379006501,0.982933729512731,3.8217167001170956e-115,0.8934656741108353,1.5174859293782733e-61
628,130,5298.9072928371925,0.9913514880434952,9.774067988287678e-138,0.9263854425144749,5.013712147593418e-66
12604,130,3672.013475109396,0.973867964786395,4.7935360115906336e-101,0.868982630272953,2.566385482090751e-58
5618,130,7470.549725003386,0.991383098101816,7.38148788550996e-138,0.9257237386269644,6.191767088005278e-66
5119,130,3910.125277825961,0.9853171279101008,3.900899601004172e-120,0.9017369727047146,1.175972722488978e-62
6616,130,6030.910882621989,0.9929351519653552,1.788156123312776e-144,0.9358147229114973,2.4378327978674176e-67
7614,130,3216.0878654701432,0.9935294210617815,2.1077706398059573e-147,0.9363110008271298,2.077421032627797e-67
1626,130,4992.48043687419,0.9818779535648242,3.7341583005982435e-113,0.8903225806451613,3.985993013869581e-61
13602,130,4471.493531886378,0.9852539077934598,5.417562944944157e-120,0.9030603804797354,7.793593777599303e-63
11107,130,4906.539554526224,0.9854087970792303,2.416769561898167e-120,0.9068651778329198,2.380359258618541e-63
8113,130,4530.018491968532,0.9872706295143112,7.061381562293497e-125,0.9088502894954508,1.2795093067394802e-63
14600,130,5377.87225197906,0.9885350318471336,2.3506464586481643e-128,0.915632754342432,1.5187848982822671e-64
10109,130,3902.286428206365,0.9941553002165288,8.553008496823698e-151,0.9401157981803144,6.0762187673900596e-68
9111,130,3905.873847670293,0.9922871457697838,1.501264519479904e-141,0.929528535980149,1.8361524042615265e-66
9610,130,5142.515748116855,0.9907951510170536,1.1635056395923691e-135,0.929032258064516,2.1522265904399505e-66
2624,130,5327.393214465481,0.991383098101816,7.38148788550996e-138,0.9288668320926384,2.2692009142126701e-66
1127,130,4995.942569398092,0.99138942011348,6.977562343007143e-138,0.929032258064516,2.1522265904399505e-66
12105,130,4933.628360112633,0.9809170077918792,1.924044674730278e-111,0.8904880066170389,3.788774938819813e-61
4121,130,5353.48909097679,0.9950688309019928,1.834395163496266e-156,0.949048800661704,3.3242681505831813e-69
2125,130,8316.574416551251,0.978868676012707,4.5718546030710864e-108,0.8782464846980976,1.5787445478265952e-59
9112,131,5278.890673672356,0.97835027105625,2.8976163777178823e-107,0.8812241521918941,6.402532820623515e-60
5619,131,6362.704914426603,0.9916296565567164,7.968405000337472e-139,0.9277088502894956,3.285895923354478e-66
10110,131,4383.901056999516,0.988718370185393,6.840900221504117e-129,0.9153019023986766,1.685789975733573e-64
14102,131,6032.027989808546,0.992641178422974,4.0824302250786075e-143,0.9344913151364764,3.733390196605248e-67
8613,131,4522.451687533013,0.9703592483128132,6.852296113677892e-97,0.8574028122415219,8.038259761131696e-57
6617,131,5642.800665275839,0.976020609758025,6.939959640243312e-104,0.8699751861042183,1.9062525706719453e-58
11108,131,5102.6723797926325,0.9950530258728328,2.345551848592217e-156,0.9478908188585607,4.852320122148196e-69
8114,131,5270.38236251229,0.9842992840321788,6.543479725283411e-118,0.8989247311827957,2.8130976673042017e-62
10609,131,4875.259150565067,0.9943576045897804,5.720379433758316e-152,0.9417700578990902,3.554969650214886e-68
14601,131,5747.977832958945,0.9932955066302096,3.217790919330771e-146,0.933829611248966,4.6190804854415154e-67
5120,131,5371.02996326108,0.9840053104897978,2.6997382105992107e-117,0.8987593052109182,2.9609416310800425e-62
1128,131,7275.179788796853,0.9916233345450522,8.443368724820092e-139,0.9260545905707196,5.571795079795755e-66
3124,131,4718.424622768319,0.9931279733211108,2.138811239371447e-145,0.9344913151364764,3.733390196605248e-67
130,131,6294.896597452327,0.9855289153008486,1.2846215755820727e-120,0.9042183622828784,5.434971818577566e-63
3623,131,7684.31119994565,0.9788528709835468,4.839880240379082e-108,0.8828784119106701,3.872819044846334e-60
12605,131,5089.910596246459,0.97698155553097,3.086789828336562e-105,0.87808105872622,1.6597734383278085e-59
4122,131,5622.68573397829,0.9897583411041392,4.149798375299472e-132,0.9209263854425144,2.84688176041054e-65
2126,131,4300.918989518639,0.9832466690901044,9.300684081040479e-116,0.8962779156327544,6.3770170584869125e-62
13603,131,4669.99256479809,0.9736056013023344,1.0242209800561162e-100,0.8653432588916461,7.613578137845478e-58
7116,131,6887.1677517323005,0.98866779409208,9.63531353647618e-129,0.9153019023986766,1.685789975733573e-64
9611,131,5030.246751759999,0.9913040729560144,1.4864007078710476e-137,0.9277088502894956,3.285895923354478e-66
2625,131,7312.493438763641,0.9892968342526592,1.2145052128717336e-130,0.9184449958643508,6.247819944519161e-65
6118,131,5578.702428920159,0.9953912534968624,1.0174034264705582e-158,0.9492142266335816,3.1493070968274736e-69
7615,131,7899.270407608809,0.9863160057530306,1.7844122015291066e-122,0.9090157154673284,1.2149277062529004e-63
4621,131,2579.2336231635422,0.9930679142103016,4.17042939688109e-145,0.9316790736145576,9.216705412179329e-67
11607,131,7117.919443608827,0.9897931121682918,3.1979376399190864e-132,0.9177832919768404,7.701992596422543e-65
12106,131,9699.93957740319,0.9844952663937664,2.5059919969664335e-118,0.9025641025641026,9.094222178868362e-63
13104,131,4130.615865843884,0.9948159504354284,8.545650174110917e-155,0.94656741108354,7.471772220272127e-69
629,131,6466.498221599933,0.990030187605696,5.282773670348015e-133,0.9230769230769232,1.438086266207634e-65
1627,131,4306.533020863397,0.9927423306096,1.411622237089656e-143,0.9358147229114973,2.4378327978674176e-67
14602,132,9389.39372611538,0.9808569486810702,2.4451678152059363e-111,0.8851943755169562,1.9128896243262924e-60
6119,132,6813.921354479294,0.9726446555293894,1.5501457447101258e-99,0.8640198511166253,1.1293656103437062e-57
12107,132,5899.080770901322,0.9932891846185454,3.459175235512824e-146,0.9363110008271298,2.077421032627797e-67
5620,132,5539.652736556495,0.9944176637005891,2.515051298491563e-152,0.9435897435897436,1.969196178653128e-68
2127,132,5018.935553761095,0.9917213257258456,3.424678302194181e-139,0.929032258064516,2.1522265904399505e-66
131,132,5008.5826155154655,0.9916991986850214,4.202599753946061e-139,0.929032258064516,2.1522265904399505e-66
7117,132,3403.8014830170373,0.986910274849457,5.977216884694586e-124,0.9070306038047974,2.260467562812878e-63
11109,132,7204.705864612591,0.9784988383303566,1.714808140670508e-107,0.8797353184449959,1.005764836702796e-59
13604,132,5870.638577994338,0.98027216260214,2.4263351641296568e-110,0.886021505376344,1.4862458915112914e-60
9113,132,8380.837869922058,0.993886614720804,2.696092571046441e-149,0.9396195202646817,7.134989869417577e-68
13105,132,5400.83715297053,0.991269301891862,2.01843360064405e-137,0.9301902398676593,1.4855232250399374e-66
3624,132,5621.225574764577,0.9881177790773022,3.6287579022266974e-127,0.9110008271298594,6.521044761478541e-64
4123,132,4939.451246988117,0.9869545289311056,4.6129204093275e-124,0.9095119933829612,1.0400327259892128e-63
8614,132,6741.237792424113,0.9852444247759636,5.690451142376832e-120,0.8997518610421837,2.1772016589007487e-62
6618,132,5596.003820827815,0.9867237755053656,1.7641422523765032e-123,0.911166253101737,6.191149885714308e-64
630,132,3684.724505239326,0.9799939940889192,7.056753987387039e-110,0.882051282051282,4.980125826482484e-60
2626,132,2539.6587301774207,0.9911744717169002,4.62090297135088e-137,0.9260545905707196,5.571795079795755e-66
1628,132,4120.268802243666,0.9854087970792303,2.416769561898167e-120,0.9005789909015716,1.6846546136006556e-62
14103,132,5726.649317779805,0.9919299521107616,4.836281826378609e-140,0.928701406120761,2.39251043721006e-66
8115,132,6253.36455208413,0.9898278832324444,2.4622088638572682e-132,0.9189412737799836,5.339860015938984e-65
1129,132,6118.308462044231,0.9816693271799084,8.944236160044046e-113,0.8881720430107527,7.702949801587854e-61
3125,132,4654.520403577311,0.988674116103744,9.232266395535335e-129,0.9110008271298594,6.521044761478541e-64
11608,132,3379.454208706054,0.9954165415435192,6.666730964577645e-159,0.949048800661704,3.3242681505831813e-69
12606,132,3903.425275591904,0.9906655497779392,3.397796565048242e-135,0.924731182795699,8.495236205554138e-66
9612,132,9252.596107578393,0.9880672029839894,5.023029717775236e-127,0.911166253101737,6.191149885714308e-64
10111,132,5210.194637683465,0.986167438478924,4.0753739151457337e-122,0.9053763440860216,3.788415738378348e-63
5121,132,6136.265083478602,0.9909500403028244,3.168191497699982e-136,0.924731182795699,8.495236205554138e-66
7616,132,2707.671581311476,0.9940857580882236,2.1209096687822862e-150,0.9397849462365592,6.763073501375647e-68
4622,132,3958.120064767405,0.9796589274707213,2.503387478929656e-109,0.8827129859387924,4.0726581362348735e-60
10610,132,6732.421604273509,0.972682587599374,1.395071371464225e-99,0.8648469809760132,8.827473953599192e-58
12607,133,5001.949618946348,0.9904948554630082,1.3626747455383613e-134,0.9209263854425144,2.84688176041054e-65
132,133,6617.712600022107,0.9820296818447628,1.965726788106858e-113,0.8893300248138958,5.403529465648767e-61
14104,133,3289.1808887953825,0.9738458377455704,5.112042253585311e-101,0.8706368899917287,1.5631651432162461e-58
11609,133,4259.245515543644,0.990475889428016,1.5875995068398288e-134,0.9224152191894128,1.774658889174823e-65
7617,133,5507.0483945550695,0.99014398381565,2.1919740737907942e-133,0.920264681555004,3.511461908958641e-65
12108,133,6017.862507929886,0.9889744116577892,1.1792662401663685e-129,0.9177832919768404,7.701992596422543e-65
6619,133,3124.3845024818866,0.9859588120940082,1.28038595897212e-121,0.904383788254756,5.162001323732068e-63
4623,133,2439.5524210916583,0.990542270550489,9.288309240218453e-135,0.9217535153019024,2.1896756388488293e-65
9114,133,6355.870448730414,0.9946958322138104,4.9634942832855725e-154,0.9450785773366418,1.2134475049133069e-68
13605,133,8037.460333007372,0.9722937838820312,4.081086570472938e-99,0.8612076095947063,2.605362784555376e-57
3625,133,3406.1585652423432,0.9925337042246842,1.2417212840981313e-142,0.93151364764268,9.719092589645017e-67
6120,133,8229.049888623578,0.986739580534526,1.6104925652790054e-123,0.9073614557485524,2.038438557069837e-63
7118,133,2825.7700573630955,0.9808885587393908,2.155578158592807e-111,0.886848635235732,1.1544890199363153e-60
2128,133,3032.5039879127285,0.992008977256563,2.273661077895194e-140,0.927874276261373,3.1167165559591793e-66
10112,133,5695.668828397075,0.9812647184334052,4.731419637797199e-112,0.8888337468982631,6.290615567535231e-61
8615,133,7506.462025986474,0.9914652842534494,3.540036596081393e-138,0.9296939619520264,1.7414359458812873e-66
9613,133,5565.880418676086,0.991060675506946,1.2339347195181848e-136,0.9270471464019852,4.059187635623156e-66
2627,133,5886.261655814965,0.9786157955461426,1.1317263513718968e-107,0.8784119106699751,1.5016573733598596e-59
3126,133,5597.494025655508,0.988440201672172,4.4166585657036247e-128,0.919933829611249,3.899624887450696e-65
4124,133,6454.118869643827,0.9638728643454346,2.2189822024345347e-90,0.8425144747725393,6.296904212578844e-55
10611,133,5464.642756723147,0.9936084462075832,8.20709778642315e-148,0.9384615384615383,1.037586422990099e-67
14603,133,7624.559292619087,0.9855131102716884,1.3964300893391572e-120,0.9063688999172872,2.779398403994276e-63
631,133,4520.735887481022,0.9756697381106666,2.095745281671918e-103,0.8759305210918115,3.178771119515721e-59
13106,133,3749.877374422052,0.990254619019772,9.228845152449209e-134,0.9205955334987592,3.1618177066789693e-65
1629,133,2848.0484871513368,0.9930363041519812,5.912970139391511e-145,0.9359801488833748,2.3112567080990404e-67
